synthetic_path,nearest_synthetic_path,cosine_similarity
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_2107.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1081.png,0.9808104038238525
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1081.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_2107.png,0.9808104038238525
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1971.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1439.png,0.9807846546173096
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1439.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1971.png,0.9807846546173096
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_2203.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_0510.png,0.979742169380188
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_0510.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_2203.png,0.979742169380188
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1215.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_0516.png,0.9796366691589355
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_0516.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1215.png,0.9796366691589355
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1862.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_0625.png,0.9785611629486084
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_0625.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1862.png,0.9785611629486084
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_2164.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1811.png,0.9784823656082153
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1811.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_2164.png,0.9784823656082153
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_0178.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1280.png,0.978234589099884
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1280.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_0178.png,0.978234589099884
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_0870.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1018.png,0.9781665802001953
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1018.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_0870.png,0.9781665802001953
/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_1042.png,/content/drive/MyDrive/MedSymmFlow_Project/synthetic_data/pneumoniamnist_normal_2280_filtered/normal_2164.png,0.978151798248291
